src_snomedcode
1020291000000106
1022791000000101
78564009
279991000000102
773011000000101
315570003
1022481000000109
314530002
185210004
313334002
1016851000000107
1000811000000109
225323000
999791000000106
1001231000000108
222711000000102
167261002
1000971000000107
185317003
167273002
1000691000000101
1005671000000105
993381000000106
162999005
184103008
935051000000108
1005691000000109
997531000000108
1005681000000107
167287002
167297006
11816003
1022191000000100
1005661000000103
993901000000100
314138001
993391000000108
386472008
1015501000000103
714241000000102
1015681000000109
1022511000000103
993411000000108
228958009
1000671000000100
394717006
1001371000000100
182888003
77176002
1010671000000102
92391000000108
1000681000000103
1015411000000100
767357000
397731000
269958004
401267002
304507003
975131000000104
281794004
335811000000106
315595002
699237001
1000641000000106
1015491000000109
1015481000000107
1015471000000105
1015561000000104
417036008
716186003
1016971000000106
751481000000104
8517006
230056004
170804003
998341000000105
763380007
185324002
1084071000000104
160631001
993551000000106
763288003
314503007
14734007
170198007
2051000000104
50417007
1001211000000100
185340004
170194009
170187006
170199004
275838007
54150009
183049006
408968008
523281000000104
270426007
718087004
313204009
410200000
308447003
1331000000103
294631000000100
431314004
160632008
376561000000100
1321000000100
1003141000000105
363812007
394964001
281078001
160303001
92461000000105
21522001
373942005
413900009
822851000000102
246508008
183831007
4525004
37331000000100
408947007
170205006
49727002
720433000
160237006
182836005
18491006
279039007
1000701000000101
171071003
82078001
24671000000101
314940005
225390008
494131000000105
1007921000000107
86290005
25781000000108
315236000
777791000000102
413672003
8392000
258574006
171024009
167221003
88551000000109
77386006
713019007
183830008
14361000000109
33962009
105542008
1023191000000105
195967001
21840007
183544005
160357008
43116000
1023161000000104
716101000000104
306170007
163020007
160240006
1020451000000104
200971000000100
65568007
719329004
315421000
391156007
401140000
35489007
90176007
161891005
68566005
1003271000000106
34014006
183039008
268400002
313192007
82832008
183616001
30989003
417662000
17741008
170203004
185889003
270425006
37351000000107
717371000000107
1028551000000102
995581000000104
25064002
170210005
267102003
11429006
1023491000000104
822931000000100
276361009
368481000000103
16531000000104
386468009
519961000000106
418043000
394700004
164847006
162986007
300627003
161714006
225908003
182884001
185980000
3135009
968261000000104
271636001
395085009
185337004
1013671000000106
394830001
183452005
160377001
183073003
399208008
122555007
185381007
16310003
303471000000106
170625000
183549000
366979004
65363002
184147002
275919002
312486000
164854000
273887006
309646008
887641000000105
32485007
306299005
13197004
183545006
171044003
200481000000107
14760008
165581004
171149006
24601000000109
14679004
160266009
167274008
50811001
88616000
413973005
250171008
852471000000107
182771004
25691000000103
106131003
103228002
1007991000000105
171324002
29857009
872081000000103
375031000000109
183665006
275104002
717661000000106
445455005
73438004
183518005
822701000000109
185202000
2671000000102
21251000000106
260916006
260870009
299401000000107
955691000000108
45326000
185511000000107
997031000000102
425691002
852511000000103
38907003
271921002
170638008
34713006
167275009
366121000000108
1006761000000104
777831000000109
308461008
993991000000107
170635006
5935008
170614009
24848001
1010251000000109
734163000
164300005
53726008
198291000000105
1000861000000106
375211000000108
308720009
160618006
38651000000103
28520004
997121000000100
1022461000000100
266750002
183444007
394713005
1001021000000101
178271000000100
162415008
991871000000101
224363007
162397003
1023211000000109
413159000
737427001
185351004
401176004
9826008
231504006
999691000000104
170150003
266895004
992741000000106
319951000000105
163133003
37796009
1006191000000106
309884000
523221000000100
711301000000108
394720003
46825001
203031000000107
370208006
160271002
183542009
162031009
713481000000109
275736000
375711000000104
165333005
273265007
25374005
406162001
314471005
185984009
167302009
315641001
45036003
315632006
299391000000109
275693003
16991000000107
16001004
62315008
823371000000105
314231002
717571000000100
394712000
401068004
48023004
11381005
313184003
182838006
161929000
48782003
167300001
183543004
271807003
267032009
182850000
275498002
225888002
308273005
223457009
308021002
1003161000000106
302160007
386692008
182772006
70153002
1010451000000108
48277006
168749009
81680005
284603006
77248004
903081000000107
182832007
270062001
60001007
169826009
251900003
385827001
401001008
182531007
185252009
312853008
394714004
167223000
1019401000000104
1015791000000104
165355002
266882009
1007881000000101
20430005
167301002
448003001
837701000000109
741052001
315594003
736728004
306635009
172630005
183598009
275647001
183093006
1028811000000103
749051000000100
182833002
271026005
171175005
1019431000000105
183519002
751731000000106
185223006
993591000000103
184142008
275937001
281018007
443450003
1000461000000109
1027151000000105
443402002
997161000000108
381871000000107
367498001
415693003
118212000
3457005
163108001
163120009
263844007
306160005
315588006
44465007
164323008
14221000000108
163118006
163106002
243115004
515201000000103
416898003
235595009
269957009
82272006
168415002
161713000
242089005
4556007
276341000000100
161036002
36971009
185492009
300359004
162218007
228524006
736601004
308035000
315639002
161147007
408343002
22232009
93311000000106
160476009
167254001
373251000000108
394669009
37361000000105
758931000000104
394670005
167276005
993031000000105
401160008
38341003
1052671000000108
183523005
134420004
390866009
44054006
111843007
49650001
314529007
169836001
700410005
251940009
168539009
197480006
168733007
24079001
225343006
366874008
15805002
390901002
86198006
183096003
148297000
751601000000107
169467008
363674000
449211000000103
859261000000108
282332003
1013021000000104
161732006
165871000000103
171208001
170636007
167260001
307894002
169461009
72934000
167272007
406550009
908521000000105
956951000000104
23056005
279069000
408373006
185321005
394774009
61582004
405737000
281090004
160630000
59328004
1003301000000109
304387004
363746003
195742007
370202007
185330002
863861000000100
164177002
127785005
162652000
1018031000000109
50834005
385956002
716431000000101
310500000
183521007
370203002
1084421000000109
200991000000101
38661000000100
366241000000106
92411000000108
6020002
170209000
513881000000106
281245003
185299002
305602008
751621000000103
11833005
160274005
997491000000108
24761000000103
994021000000106
59621000
384636006
792491000000100
247511000000105
267036007
24731000000108
415171009
1028131000000104
306142005
160660005
127783003
126485001
415226007
167298001
10743008
201031000000108
717721000000109
997671000000106
272039006
87522002
428074004
1003181000000102
315581000
183548008
716481000000102
22253000
309469004
95324001
73761001
394671009
394675000
703938007
805421000000105
443508001
48532005
955651000000100
186002003
177184002
866661000000106
185221008
352011000000106
9561000000100
306206005
160552003
717331000000105
992841000000104
79922009
21719001
1000381000000105
8499008
198288003
163025002
77150002
82271004
314373007
374471000000101
243094003
444168002
74016001
163751000000100
289137002
224164009
308439003
270422009
185332005
80313002
342011000000109
314705003
340901000000107
225358003
281239006
184127005
247491000000102
343121000000108
306201000
754081000000109
